Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Last Funding Date,Classifier
MPost,https://www.crunchbase.com/organization/mpost,"Mobile, Mobile Apps","Nairobi, Nairobi Area, Kenya",MPost provides a patented addressing solution turning mobile phones into formal postal addresses.,2000000,USD,2000000,12/16/19,N
ZiYun Cloud,https://www.crunchbase.com/organization/ziyun-cloud,"Cloud Computing, Internet, Internet of Things, Software","Shanghai, Shanghai, China","ZiYun Cloud is composed of executives and technical experts from IBM, HP, BOSCH, COVISINT.",,,,12/16/19,N
Trust & Will,https://www.crunchbase.com/organization/trustandwill,"FinTech, Internet, Legal","San Diego, California, United States","Trust & Will is modernizing the trust and estate planning industry with an easy, fast, and secure way to set up your estate plan online.",8030000,USD,8030000,12/17/19,N
Torch Leadership Labs,https://www.crunchbase.com/organization/torch,"Corporate Training, Education, Human Resources, SaaS, Software, Training","San Francisco, California, United States","Torch is a leadership development  platform with integrated coaching, software and feedback to raise high performers to the next level.",18900000,USD,18900000,12/17/19,N
ProdPerfect,https://www.crunchbase.com/organization/prodperfect,Software,"Boston, Massachusetts, United States","ProdPerfect is a platform that uses live traffic to automatically build, run, and maintain QA testing for web applications.",15700000,USD,15700000,12/17/19,Y
Teraki,https://www.crunchbase.com/organization/teraki,"Apps, Autonomous Vehicles, Information Technology","Berlin, Berlin, Germany","Teraki is a driver for scaling of insurance, maintenance and autonomous driving applications by enabling access to more qualitative data.",16096420,USD,16096420,12/17/19,N
liwwa,https://www.crunchbase.com/organization/liwwa,"Crowdfunding, Finance, Financial Services, FinTech","Amman, Amman, Jordan",liwwa is an intermediary that connects investors and small businesses.,13100000,USD,13100000,12/17/19,N
YCLIENTS,https://www.crunchbase.com/organization/yclients,"Beauty, CRM, Health Care, Loyalty Programs, SaaS, Scheduling, Small and Medium Businesses, Software, Warehousing, Wellness","Moscow, Moscow City, Russian Federation","YCLIENTS is a Cloud-based scheduling and business management software for local service businesses (beauty, wellness and healthcare).",10600000,USD,10600000,12/17/19,N
StackFuel,https://www.crunchbase.com/organization/datax-2,"Information Technology, Smart Home, Training","Berlin, Berlin, Germany",StackFuel enables workplaces to develop in-house talent with first-class training in high demand data science skills.,625000,EUR,760392,12/17/19,N
Hugging Face,https://www.crunchbase.com/organization/hugging-face,"Artificial Intelligence, Computer, Machine Learning, Software","New York, New York, United States",Hugging Face is building open-source tools for natural language processing,20200000,USD,20200000,12/17/19,N
Jumpstart,https://www.crunchbase.com/organization/jumpstart-6,"Artificial Intelligence, College Recruiting, Machine Learning, Professional Networking","San Francisco, California, United States",Jumpstart is the world’s first shared talent network - leveling the playing field and enabling companies to build a more diverse workforce.,12700000,USD,12700000,12/18/19,N
Huckleberry,https://www.crunchbase.com/organization/huckleberry,"Insurance, InsurTech, Internet","San Francisco, California, United States","Huckleberry Insurance Services is a licensed insurance producer, resident",22000000,USD,22000000,12/18/19,N
Toffee Insurance,https://www.crunchbase.com/organization/toffee,"Finance, Financial Services, Health Insurance, Insurance, InsurTech, Personal Health, Property Insurance","Gurgaon, Haryana, India","Toffee Insurance provides affordable, accessible and relevant products that are contextual to the modern lifestyles.",7100000,USD,7100000,12/18/19,N
ABAKA Holdings,https://www.crunchbase.com/organization/abaka-holdings,"Artificial Intelligence, Finance, Financial Services, FinTech, Information Technology, Retirement, SaaS, Software","London, England, United Kingdom",World’s leading Enterprise platform powered by Artificial Intelligence enabling institutions to build digital  retirement solutions,9820000,USD,9820000,12/18/19,N
Cuenca,https://www.crunchbase.com/organization/cuenca,"Banking, Financial Services","Mexico City, Distrito Federal, Mexico",La única cuenta que necesitas en México. (The only account you need in Mexico.),9600000,USD,9600000,12/18/19,N
Neurable,https://www.crunchbase.com/organization/neurable,"Augmented Reality, Human Computer Interaction, Virtual Reality","Cambridge, Massachusetts, United States",Neurable creates brain-enabled control directed towards virtual and augmented reality.,8000000,USD,8000000,12/18/19,N
D-Orbit,https://www.crunchbase.com/organization/d-orbit,"Aerospace, Automotive, Fleet Management, Information Technology, Software, Transportation","Milan, Lombardia, Italy","D-Orbit is the first in-space transportation company, providing solutions for moving, precise deployment and removing satellites.",6280000,EUR,7620918,12/18/19,N
ChatBook,https://www.crunchbase.com/organization/hecto-inc,"Advertising, Internet of Things","Roppongi, Tokyo, Japan",ChatBook is a SaaS platform for marketers who work in B2B area to automate acquiring leads and evaluate leads in your absence.,1061000,USD,1061000,12/18/19,N
Smiling Video,https://www.crunchbase.com/organization/smiling,"Innovation Management, Media and Entertainment","Milano, Lombardia, Italy",Smiling is the owner of the innovative video platform for publishers and advertisers: Smiling.Video,613000,EUR,663359,12/18/19,N
Evisort,https://www.crunchbase.com/organization/evisort,"Analytics, Artificial Intelligence, Document Management, Legal, Software, Text Analytics","San Mateo, California, United States",Evisort is a cloud-based contract analysis platform that utilizes AI and Automation for legal document management.,20600000,USD,20600000,12/19/19,N
Modern Treasury,https://www.crunchbase.com/organization/modern-treasury,"Banking, Finance, FinTech, Payments","San Francisco, California, United States",Modern Treasury builds payments operations solutions.,10000000,USD,10000000,12/19/19,N
Telio.vn,https://www.crunchbase.com/organization/telio-vn,"B2B, E-Commerce, Fast-Moving Consumer Goods, Retail, Retail Technology","Hanoi, NA - Vietnam, Vietnam",Telio is a business-to-business commerce platform that provides a range of products for groceries.,26500000,USD,26500000,12/19/19,Y
Kaleidofin,https://www.crunchbase.com/organization/kaleidofin,"Finance, Financial Services, FinTech, Risk Management","Chennai, Tamil Nadu, India",Kaleidofin is a fintech platform that provides complete financial solutions for excluded individuals and households.,7853930,USD,7853930,12/19/19,N
Osano,https://www.crunchbase.com/organization/osano,"B2B, Privacy, SaaS","Austin, Texas, United States",Osano is an easy-to-use data privacy platform that instantly helps a website become compliant with laws such as GDPR and CCPA.,8400000,USD,8400000,12/19/19,N
Snackpass,https://www.crunchbase.com/organization/snackpass,"Apps, E-Commerce, Food and Beverage, Local, Mobile Apps, Social, Software","San Francisco, California, United States",Snackpass is a platform that focuses on mobile order pickup at local restaurants.,23120000,USD,23120000,12/19/19,N
deviceTRUST,https://www.crunchbase.com/organization/devicetrust,"Computer, Software","Brensbach, Hessen, Germany","deviceTRUST is to contextualize the corporate enterprise, allowing users the freedom to access their corporate workspace.",,,,12/19/19,N
Digital Onboarding,https://www.crunchbase.com/organization/salesbrief,"Banking, Digital Marketing, Financial Services, FinTech, SaaS, Small and Medium Businesses","Boston, Massachusetts, United States",Digital Onboarding provides digital onboarding for financial services products that drives bank profits by increasing new customer rates.,4290003,USD,4290003,12/20/19,N
AYLIEN,https://www.crunchbase.com/organization/aylien,"Artificial Intelligence, Big Data, Machine Learning, Natural Language Processing, Text Analytics","Dublin, Dublin, Ireland",AYLIEN is an artificial intelligence startup that focuses on creating technologies that help machines understand human languages better.,9333896,USD,9333896,12/20/19,N
HaptX,https://www.crunchbase.com/organization/haptx,"Hardware, Human Computer Interaction, Motion Capture, Robotics, Virtual Reality","Seattle, Washington, United States",HaptX is a leading haptics company that brings realistic touch to virtual reality for the first time with HaptX Gloves.,19000000,USD,19000000,12/20/19,N
Weav,https://www.crunchbase.com/organization/weav,"Internet, Music, Music Streaming","London, England, United Kingdom",Weav Music has created a new format that relies on two pieces of software.,5000000,USD,5000000,12/20/19,N
Ever Health,https://www.crunchbase.com/organization/ever-health,"Child Care, Health Care, Medical, Nutrition, Psychology","Madrid, Madrid, Spain",Specialized in Offering medical services through technology.,1425000,EUR,1633651,12/20/19,N
Key Way Group,https://www.crunchbase.com/organization/key-way-group,Financial Services,"Gibraltar, Gibraltar, Gibraltar",Financial Services,10320000,USD,10320000,12/20/19,N
Frubana,https://www.crunchbase.com/organization/frubana,"B2B, E-Commerce, E-Commerce Platforms, Logistics, Restaurants","Bogotá, Distrito Especial, Colombia",B2B platform of agri-products and packed goods for restaurants & small retailers in LatAm,36999999,USD,36999999,12/21/19,Y
REIN,https://www.crunchbase.com/organization/rein-03f6,"Insurance, InsurTech, Last Mile Transportation, Robotics, Transportation","Chapel Hill, North Carolina, United States","We solve the complexity of building insurance products in the new digital landscape, unlocking new opportunities for carriers & ecosystems.",7300000,USD,7300000,12/21/19,N
Kopi Kenangan,https://www.crunchbase.com/organization/kopikenangan,"Coffee, Food and Beverage","Jakarta, Jakarta Raya, Indonesia","Kopi Kenangan is Indonesia’s fastest-growing coffee chain, leveraging on a tech-based 'grab & go' strategy.",28000000,USD,28000000,12/23/19,N
Metigy,https://www.crunchbase.com/organization/metigy,"Artificial Intelligence, Marketing, Social Media Marketing","Sydney, New South Wales, Australia",Metigy uses AI and deep learning to deliver real time insights and actions that radically enhance reach and converison,4050000,USD,4050000,12/23/19,N
HYBRICO Energy Technologies Ltd.,https://www.crunchbase.com/organization/hybrico-energy-technologies-ltd-2,"Clean Energy, CleanTech, Energy, Energy Efficiency, IaaS, Renewable Energy, Telecommunications","Guatemala City, Guatemala, Guatemala","Lowering energy costs for the telecom industry in emerging markets, while creating a greener more connected future!",10000000,USD,10000000,12/27/19,N
Volt Lines,https://www.crunchbase.com/organization/volt-lines,"Automotive, Public Transportation, Transportation","Sariyer, Istanbul, Turkey","Volt Lines is a subscription-based urban mobility service currently serving the commute segment in Istanbul, Turkey.",7650000,USD,7650000,12/27/19,Y
Majelan,https://www.crunchbase.com/organization/majelan,"Audio, Digital Entertainment, Music, Podcast, Software","Paris, Ile-de-France, France",Majelan designs software for entertainment that helps users find and discover audio content.,10000000,EUR,11228215,12/28/19,N
Pavegen,https://www.crunchbase.com/organization/pavegen-systems,"Big Data, Energy, Renewable Energy","London, England, United Kingdom",Pavegen is the global leader in harvesting energy and data from footfall.,8507680,USD,8507680,12/29/19,N
VIDANYX,https://www.crunchbase.com/organization/vidanyx,Cloud Computing,"Omaha, Nebraska, United States",Leading cloud-based digital video evidence management solutions,5300000,USD,5300000,12/30/19,N
Garaj Sepeti,https://www.crunchbase.com/organization/garaj-sepeti,"Automotive, Big Data, Classifieds, Mobile","Istanbul, Istanbul, Turkey","Garaj Sepeti is Turkey's leading auto company, houses a portfolio of brands, widgets and platforms related to Sell, Buy, Rent and Own a car ",4800000,USD,4800000,12/31/19,N
Bin-e,https://www.crunchbase.com/organization/bin-e-smart-waste-bin,"Artificial Intelligence, CleanTech, Facility Management, Information Technology, Internet of Things, Recycling, Smart Building, Software, Waste Management","Poznan, Wielkopolskie, Poland",Smart waste management system,2000000,EUR,2337925,1/1/20,Y
VROMO,https://www.crunchbase.com/organization/vromo,"Content Delivery Network, Enterprise Software, Food Delivery, Logistics, Same Day Delivery, Software, Supply Chain Management","Dublin, Dublin, Ireland","We help brands connect with customers in targeted and strategic ways,while streamlining delivery and increasing engagement and retention.",2602074,USD,2602074,1/1/20,N
Say Allo,https://www.crunchbase.com/organization/say-allo,"Apps, Artificial Intelligence, Dating, Machine Learning, Mobile Apps, Social Media, Social Network","Montréal, Quebec, Canada",Say Allo is an intelligent dating app that guides singles to compatibility.,1000000,USD,1000000,1/1/20,N
Skipcart,https://www.crunchbase.com/organization/skipcart,"Delivery, Delivery Service, E-Commerce, Food Delivery, Grocery, Logistics, Same Day Delivery, Transportation","Boerne, Texas, United States","Skipcart connects our crowdsourced drivers to restaurants, retailers, and e-commerce allowing a solution of on-demand anywhere.",1500000,USD,1500000,1/1/20,Y
ZeroQs,https://www.crunchbase.com/organization/zeroqs,"Direct Marketing, Hardware, Information Technology, Marketing Automation, Retail, Retail Technology, Software",,We are changing the retail. Take what you need and leave the store.,300000,EUR,343845,1/1/20,N
SkyWatch,https://www.crunchbase.com/organization/skywatch-2,"Big Data, Cloud Computing, Information Technology","Waterloo, Ontario, Canada",SkyWatch provides a digital infrastructure for the distribution of Earth observation data and derived intelligence.,10884058,USD,10884058,1/3/20,N
Mobilize,https://www.crunchbase.com/organization/mobilizeamerica,Software,"New York, New York, United States",The events management and volunteer recruitment platform that connects mission-driven organizations and supporters.,6460000,USD,6460000,1/3/20,N
TECHBOOZE CONSULTANCY SERVICES PVT. LTD.,https://www.crunchbase.com/organization/techbooze,"Business Development, Consulting","New Delhi, Delhi, India","Techbooze[1] ""AN OPEN FORUM"" is a service based enterprise, headquartered in India working across the globe.",16000000,USD,16000000,1/3/20,N
TypingDNA,https://www.crunchbase.com/organization/typingdna,"Artificial Intelligence, Biometrics, Cyber Security, Developer APIs, FinTech, Fraud Detection, Identity Management, Software","New York, New York, United States","TypingDNA provides typing biometrics authentication as a service, enabling companies recognize people by the way they type.",8800000,USD,8800000,1/4/20,N
AdviNOW Medical,https://www.crunchbase.com/organization/advinow-medical,"Artificial Intelligence, Augmented Reality, Health Care, Information Technology, Software","Scottsdale, Arizona, United States",SaaS Physician Artificial Intelligence Augmentation System,9000000,USD,9000000,1/5/20,N
Electronic Theatre,https://www.crunchbase.com/organization/electronic-theatre,"Digital Entertainment, Digital Media, Media and Entertainment, Video Games","London, England, United Kingdom",Electronic Theatre creates immersive adventures in digital rooms,11100000,GBP,14573527,1/6/20,N
MioTech,https://www.crunchbase.com/organization/miotech,"Artificial Intelligence, Finance, Financial Services, FinTech","Sheung Wan, Hong Kong Island, Hong Kong",MioTech is an artificial intelligence platform that empowers financial institutions to draw actionable insights on their data.,7000000,USD,7000000,1/6/20,N
Infinidome LTD (GPSDOME),https://www.crunchbase.com/organization/gpsdome,"Autonomous Vehicles, Cyber Security, Drones, GPS, Homeland Security","Caesarea, Hefa, Israel","nfiniDome – The Wireless Security Company, develops detection & protection solutions for wireless communications of connected and autonomous",1100000,USD,1100000,1/6/20,N
Ride Health,https://www.crunchbase.com/organization/ride-health,"Health Care, Software, Transportation","New York, New York, United States",Ride Health focuses on improving access to care for patients who face transportation barriers.,6200000,USD,6200000,1/7/20,N
Sweepr,https://www.crunchbase.com/organization/sweepr,"Computer, Electronics, Home Services, Information Technology, Internet of Things, Software","Dublin, Dublin, Ireland",Providing simple care for the connected home by reshaping the way technical support is provided to make it intuitive for non-tech homeowners,20623403,USD,20623403,1/7/20,N
Deep Isolation,https://www.crunchbase.com/organization/deep-isolation,"Clean Energy, Environmental Engineering, Impact Investing, Nuclear, Renewable Energy, Risk Management","Berkeley, California, United States","Innovative startup with an equitable and environmentally protective solution for nuclear waste storage or disposal, a $500B untapped market.",14100000,USD,14100000,1/7/20,Y
Datacloak,https://www.crunchbase.com/organization/datacloak,"Cyber Security, Information Technology, Security","Shenzhen, Guangdong, China",Datacloak is an integrated solution for the core needs of data security and privacy protection for medium and large enterprises.,18000000,USD,18000000,1/7/20,N
Juro,https://www.crunchbase.com/organization/juro,"Artificial Intelligence, Contact Management, Legal, SaaS","London, England, United Kingdom",The contract management platform your whole team will love,7750000,USD,7750000,1/7/20,N
Securrency,https://www.crunchbase.com/organization/securrency,"Blockchain, Cloud Infrastructure, Cyber Security, Financial Services, FinTech, Information Technology, Software","Washington, District of Columbia, United States",Securrency delivers financial technology products for the tokenized issuance and trading of securities..,32950000,USD,32950000,1/8/20,N
Legalpad,https://www.crunchbase.com/organization/legalpad-778c,"Information Technology, Legal, Legal Tech","Seattle, Washington, United States","Legalpad makes work visa applications faster, easier, and better for startups.",11820000,USD,11820000,1/8/20,N
Luxury Presence,https://www.crunchbase.com/organization/luxury-presence,"Advertising, Real Estate","Santa Monica, California, United States",Website and marketing system used by the world’s leading real estate agents and brokers.,5400000,USD,5400000,1/8/20,N
Hivency,https://www.crunchbase.com/organization/hivency,"Advertising, Brand Marketing, Digital Marketing, Marketing, SaaS, Shopping, Social Media Marketing, Software","Paris, Ile-de-France, France","Hivency is an integrated, end-to-end solution that enables brands to discover influencers, and scale micro influencer marketing strategy.",6430000,EUR,7273319,1/8/20,N
atta,https://www.crunchbase.com/organization/withtravel,"Internet, Travel","Tokyo, Tokyo, Japan",Flight and accommodation metasearch that leverages big data and AI to predict future prices of flight tickets and accommodations,550000000,JPY,5043806,1/8/20,N
AlgoTrader,https://www.crunchbase.com/organization/algotrader,"Asset Management, Banking, Bitcoin, Consulting, Cryptocurrency, Information Technology, Software, Trading Platform","Zürich, Zurich, Switzerland",AlgoTrader is an institutional-grade quantitative trading and trade execution solution for both traditional finance and crypto finance.,5100000,CHF,5273224,1/8/20,N
NEODIGITAL,https://www.crunchbase.com/organization/neodigital,"Insurance, InsurTech","Neunkirchen, Rheinland-Pfalz, Germany",Versicherung trifft Zukunft.,,,,1/8/20,N
Lily AI,https://www.crunchbase.com/organization/onelook-2,"Artificial Intelligence, E-Commerce, Fashion, Women's","Mountain View, California, United States","Lily AI combines deep product tagging with deep, real-time psychographic analysis to determine the active state of mind of each shopper.",14500000,USD,14500000,1/9/20,N
Outlier.org,https://www.crunchbase.com/organization/outlier-org,"E-Learning, Education, Internet","Brooklyn, New York, United States",Outlier.org is an online education Startup.,16000000,USD,16000000,1/9/20,N
Naïo Technologies,https://www.crunchbase.com/organization/naio-technologies,"Agriculture, Farming, Robotics","Escalquens, Midi-Pyrenees, France",Naïo Technologies develops and markets robots for agriculture and viticulture.,19500775,EUR,21870254,1/9/20,Y
Riskpulse,https://www.crunchbase.com/organization/riskpulse,"Big Data, Logistics, Risk Management, Supply Chain Management","Austin, Texas, United States",Climate.com for Supply Chains & Logistics,25227500,USD,25227500,1/9/20,N
Beonprice,https://www.crunchbase.com/organization/beonprice,"Big Data, Business Intelligence, Cloud Computing, Hospitality, Price Comparison, Travel","Salamanca, Castilla y Leon, Spain",Beonprice is committed to leading the future of  revenue strategy.,3900000,EUR,4341437,1/9/20,N
VEDA Data Solutions,https://www.crunchbase.com/organization/veda-data-solutions,"Artificial Intelligence, Health Care, Machine Learning, Predictive Analytics","Washington, District of Columbia, United States",VEDA creates fully automated data science and machine learning solutions to solve critical problems for health care payers and networks.,7200000,USD,7200000,1/9/20,N
Yesmro,https://www.crunchbase.com/organization/yesmro,E-Commerce,"Shanghai, Shanghai, China",Yesmro is a self-operated e-commerce of MRO industrial consumer goods.,10000000,USD,10000000,1/9/20,N
CardioLogs,https://www.crunchbase.com/organization/cardiologs,"Artificial Intelligence, Big Data, Health Care, Health Diagnostics, Machine Learning, Software","Paris, Ile-de-France, France",CardioLogs is a medical technology startup that uses AI to cloud technology to help detect heart conditions.,22998968,USD,22998968,1/10/20,N
Spotio,https://www.crunchbase.com/organization/spotio,"Computer, Real Time, Software","Dallas, Texas, United States",Spotio is a mobile sales management platform for field sales teams.,5099462,USD,5099462,1/10/20,N
Sippd,https://www.crunchbase.com/organization/sippd,"Food and Beverage, Information Technology, Mobile Apps, Restaurants, Wine And Spirits","Rockville, Maryland, United States",Sippd is an A.I.-powered sommelier that provides users with personalized wine recommendations from any restaurant wine list.,1350000,USD,1350000,1/10/20,N
SimpliField,https://www.crunchbase.com/organization/simplifield,"Enterprise Software, Market Research, Mobile","Paris, Ile-de-France, France",SimpliField is a B2B SaaS product mastering field intelligence.,15450000,USD,15450000,1/12/20,N
Jolt,https://www.crunchbase.com/organization/meetjolt,"Business Intelligence, EdTech, Education, Higher Education, Professional Networking","Tel Aviv, Tel Aviv, Israel",Jolt is a network of learning spaces curated for people in the workforce seeking to gain a competitive business edge.,23290964,USD,23290964,1/13/20,N
Containous,https://www.crunchbase.com/organization/containous,"Data Center, Infrastructure, Software","San Francisco, California, United States",Containous is a computer software company that features cloud-native networking that helps its clients in their IT environments.,11060900,USD,11060900,1/13/20,N
Locale,https://www.crunchbase.com/organization/locale-5a6d,"Hospitality, Hotel, Lifestyle, Real Estate","Austin, Texas, United States",Locale is a fast-growing lifestyle hospitality company that designs and operates high-quality accommodations for the intentional traveler.,13500000,USD,13500000,1/13/20,Y
Rovco,https://www.crunchbase.com/organization/rovco,"3D Technology, Autonomous Vehicles, Drones, Marine Technology, Renewable Energy, Robotics","Bristol, Bristol, City of, United Kingdom",Rovco provides an autonomous underwater vehicle and remotely operated underwater vehicle technologies and support services.,8950000,GBP,11669729,1/13/20,N
restor3d,https://www.crunchbase.com/organization/restor3d,"3D Printing, Health Care","Durham, North Carolina, United States",restor3d enables surgeons to improve the reconstruction and repair of the human body through 3D printed implants.,5420000,USD,5420000,1/13/20,N
Pando,https://www.crunchbase.com/organization/pando-1ade,"Enterprise Software, Logistics, Supply Chain Management","Chennai, Tamil Nadu, India","Pando provides an open-market, freight management platform which digitizes logistics operations.",11048634,USD,11048634,1/13/20,N
Waresix,https://www.crunchbase.com/organization/waresix,"E-Commerce, Freight Service, Logistics, Supply Chain Management, Transportation, Warehousing","Jakarta, Jakarta Raya, Indonesia","Waresix is a logistics platform for freight-forwarding, warehouse, and land transportation.",27100000,USD,27100000,1/14/20,N
Cybertonica,https://www.crunchbase.com/organization/cybertonica,"Artificial Intelligence, FinTech, Fraud Detection, Machine Learning, Payments, Risk Management","London, England, United Kingdom","Cybertonica uses Machine Learning and AI to manage risk and fraud, increasing trust and growing frictionless banking and m/e-payments.",3037281,USD,3037281,1/14/20,N
Nicoya Lifesciences,https://www.crunchbase.com/organization/nicoya-lifesciences,"Developer Platform, Nanotechnology, Sensor","Waterloo, Ontario, Canada",Nicoya is a nanotechnology company developing sensor products that will change the world,12222351,USD,12222351,1/14/20,N
Insurify,https://www.crunchbase.com/organization/insurify,"Artificial Intelligence, Auto Insurance, InsurTech, Price Comparison","Cambridge, Massachusetts, United States",Insurify is the most comprehensive insurance quotes comparison platform in America.,29600000,USD,29600000,1/15/20,Y
Dandelion Energy,https://www.crunchbase.com/organization/dandelion-energy,"CleanTech, Consumer Goods, Customer Service, Energy, GreenTech, Renewable Energy, Service Industry","New York, New York, United States",Dandelion Energy operates in energy industry.,34500000,USD,34500000,1/15/20,Y
StoreHub,https://www.crunchbase.com/organization/storehub,"Android, CRM, E-Commerce Platforms, Enterprise Software, iOS, Loyalty Programs, Point of Sale, Retail Technology, Small and Medium Businesses","Petaling Jaya, Selangor, Malaysia","StoreHub is the omnichannel operating system for 12,000 plus retail and F&B businesses across Southeast Asia.",15017000,USD,15017000,1/15/20,N
Anyline,https://www.crunchbase.com/organization/anyline,"Document Management, Energy Management, Image Recognition, Industrial Automation","Vienna, Wien, Austria",Anyline offers a hassle-free scanning solution that will save time and money.,17016496,USD,17016496,1/15/20,N
Matera,https://www.crunchbase.com/organization/illicopro,"Accounting, Construction, Real Estate","Paris, Ile-de-France, France","Matera brings together lawyers, accountants and web developers to enable co-owners to manage their own building.",11500000,EUR,12860850,1/15/20,N
BAGBNB,https://www.crunchbase.com/organization/bagbnb,"Hospitality, Leisure, Sharing Economy, Tourism, Travel","Rome, Lazio, Italy",BAGBNB is a luggage storage network that provides luggage storage services.,2500000,EUR,2788088,1/15/20,N
Spoke Phone,https://www.crunchbase.com/organization/spoke-phone,"Mobile, Mobile Apps, Software, Telecommunications, VoIP","Auckland, Auckland, New Zealand","Next-generation mobile VoIP platform for service providers (ISPs, MVNOs, Cable operators, Telcos)",9328983,USD,9328983,1/15/20,N
Codota,https://www.crunchbase.com/organization/codota,"Artificial Intelligence, Developer Tools, Search Engine, Software","Tel Aviv, Tel Aviv, Israel",Codota understands the world's code and provides you with the right suggestion at the right time,2550000,USD,2550000,1/15/20,N
Laureti,https://www.crunchbase.com/organization/laureti,"Autonomous Vehicles, CleanTech, Electric Vehicle, Sustainability","Luxembourg, Luxembourg, Luxembourg",Laureti is a European global company that develops business-class electric vehicles.,5000000,EUR,5660501,1/15/20,Y
PrivyID,https://www.crunchbase.com/organization/privyid,"Identity Management, Information Technology","Jakarta, Jakarta Raya, Indonesia","PrivyID is building an unprecedented business model by combining trusted digital ID, digital signature, and document management.",4500000,USD,4500000,1/15/20,N
Epsagon,https://www.crunchbase.com/organization/epsagon,"Analytics, Cloud Infrastructure, Information Technology, SaaS, Software","San Francisco, California, United States",Epsagon provides automated monitoring and tracing for microservices cloud-based applications.,20000000,USD,20000000,1/16/20,N
Rebound Technologies,https://www.crunchbase.com/organization/rebound-technology-llc,"Energy, Environmental Engineering, Information Technology, Renewable Energy","Commerce City, Colorado, United States",Rebound Technologies is developing novel cooling innovations as revolutionary as the invention of refrigeration.,14341500,USD,14341500,1/16/20,Y
AKUA,https://www.crunchbase.com/organization/akua,"Internet, Logistics, Security, Supply Chain Management, Transportation","Baltimore, Maryland, United States",Logistics and Supply Chain,3000000,USD,3000000,1/16/20,N
Autenti,https://www.crunchbase.com/organization/autenti,"Information Services, Information Technology, Internet, Software","Poznan, Wielkopolskie, Poland",Autenti is a polish platform for document authorization and contracting via the Internet.,6219286,USD,6219286,1/16/20,N
HARDLOOP,https://www.crunchbase.com/organization/hardloop-2,"Adventure Travel, Sporting Goods, Sports","Paris, Ile-de-France, France","Marcher, courir, grimper, glisser : découvrez chaque jour de nouvelles aventures sportives et le matériel pour les réaliser.",3150000,EUR,3497777,1/16/20,N
Leap,https://www.crunchbase.com/organization/leap-84c2,"Energy, Renewable Energy, Solar","San Francisco, California, United States",Leap is a marketplace for Distributed Energy Resources to participate in the energy market.,10600000,USD,10600000,1/17/20,Y
Caspar Health,https://www.crunchbase.com/organization/caspar-health,"Health Care, Home Health Care, mHealth, Rehabilitation","Berlin, Berlin, Germany",Caspar Health is a multimodal tele-therapy app for your medical facility.,8300000,EUR,9257915,1/17/20,N
Kristal.AI,https://www.crunchbase.com/organization/kristal-ai-o2o-technologies-pte-ltd,"Artificial Intelligence, Asset Management, Financial Services, FinTech, Impact Investing, Trading Platform, Wealth Management","Singapore, Central Region, Singapore",Kristal is an AI based asset management platform that gives investors access to independent advisors and portfolio managers.,9050000,USD,9050000,1/19/20,N
Applica,https://www.crunchbase.com/organization/applica-ai,"Artificial Intelligence, Information Services, Intelligent Systems, Machine Learning, Natural Language Processing","Warsaw, Mazowieckie, Poland",Applica’s proprietary AI automates text-intensive work by extracting meaning from unstructured and semi-structured documents.,10020000,USD,10020000,1/20/20,N
RYDE Technologies,https://www.crunchbase.com/organization/ryde-technologies,"Internet, Mobile Apps, Software, Transportation","Singapore, Central Region, Singapore",RYDE is the world's first on-demand carpooling app.,9500000,USD,9500000,1/20/20,Y
RootWave,https://www.crunchbase.com/organization/rootwave,"Agriculture, AgTech, Information Technology","Kineton, Warwickshire, United Kingdom",RootWave is an electronic company that develops tools that kills weeds using electricity.,9712725,USD,9712725,1/20/20,N
MediCheck,https://www.crunchbase.com/organization/medicheck,"Health Care, Information Technology","Stockholm, Stockholms Lan, Sweden",MediCheck is a multi-market service providing people with a shortcut to medical specialists online.,25900000,SEK,2854200,1/20/20,N
3D Repo,https://www.crunchbase.com/organization/3d-repo,"3D Technology, Software","London, England, United Kingdom",3D Repo is a multi-award winning open source version control system.,2300000,GBP,2990691,1/20/20,Y
Fodel,https://www.crunchbase.com/organization/fodel,"Computer, E-Commerce","Dubai, Dubai, United Arab Emirates",Fodel offers a network of pick-up locations as an alternative to home delivery by connecting e-commerce platforms.,2600000,USD,2600000,1/20/20,N
Cordmagic,https://www.crunchbase.com/organization/cordmagic,Consumer,"Jiaxing, Zhejiang, China",Cordmagic is a skin care product developer,27000000,CNY,3931905,1/20/20,N
Shyft,https://www.crunchbase.com/organization/shyftmoving,"Internet, SaaS, Transportation, Video Chat","San Francisco, California, United States","Shyft transforms the moving and relocation industry by introducing technology, customer service, and lead management solutions.",15317000,USD,15317000,1/21/20,N
Unito,https://www.crunchbase.com/organization/unito,"Computer, Internet, Productivity Tools, SaaS, Software","Montréal, Quebec, Canada","Unito automatically synchronizes your projects, tasks and conversations between different work management tools.",12919438,USD,12919438,1/21/20,N
Home HT,https://www.crunchbase.com/organization/home-ht,"Information Technology, Property Management, Real Estate","Berlin, Berlin, Germany",Home works on making housing better for both landlords and tenants.,15254959,USD,15254959,1/21/20,N
